ID,Size,Total_Transfer_Time,Transfer_Time_Parralelized,Chunking_Time,N,K,Total_Read_Time,Read_Time_Parralelized,Reconstruct_Time
1399,256.322418,1.989145,0.674533,6.002997,3,2,1.934584,0.678102,11.570772
1400,0.000268,0.000002,0.000001,0.000006,3,2,0.000002,0.000001,0.000012
1401,32079.699219,248.948847,84.420261,754.953125,3,2,242.120357,84.866929,1358.415989
1402,664.009277,4.497919,1.720231,15.626577,3,2,4.088806,1.643587,28.117496
1403,5.215220,0.048564,0.013511,0.142862,4,2,0.044896,0.012909,0.220572
1404,13015.180664,121.196715,33.718085,356.529708,4,2,112.044247,32.215794,550.462547
1405,0.108068,0.001011,0.000284,0.002960,4,2,0.000951,0.000286,0.004571
1406,59862.238281,407.948255,157.532206,1408.778291,3,2,380.261535,158.365710,2534.868580
1407,0.003410,0.000032,0.000009,0.000093,4,2,0.000029,0.000008,0.000144
1408,14824.637695,111.667929,38.405797,348.878164,3,2,109.364440,36.694648,627.749803
1409,70.906029,0.489826,0.183694,1.674604,3,2,0.434901,0.173789,3.198857
1410,1.103388,0.010275,0.002859,0.030240,4,2,0.009499,0.002731,0.049831
1411,16.080759,0.111088,0.041660,0.377591,3,2,0.098631,0.039414,0.709444
1412,0.049374,0.000341,0.000128,0.001159,3,2,0.000303,0.000121,0.002178
1413,67.276627,0.464754,0.174292,1.588887,3,2,0.412640,0.164894,3.035120
1414,0.003389,0.000032,0.000009,0.000093,4,2,0.000029,0.000008,0.000153
1415,42206.792969,291.568918,109.344023,993.280829,3,2,258.874853,103.448022,1787.248129
1416,0.000503,0.000005,0.000001,0.000014,4,2,0.000005,0.000001,0.000021
1417,0.193713,0.001969,0.000510,0.005306,4,2,0.001942,0.000512,0.008193
1418,0.168822,0.001279,0.000444,0.003973,3,2,0.001278,0.000447,0.007149
1419,0.010931,0.000111,0.000029,0.000299,4,2,0.000110,0.000029,0.000462
1420,2926.935059,22.167131,7.702461,68.881530,3,2,22.161964,7.743214,123.941168
1421,0.009502,0.000072,0.000025,0.000224,3,2,0.000072,0.000025,0.000402
1422,588.770630,4.490023,1.549396,13.855935,3,2,4.458013,1.557594,24.931513
1423,86.471786,0.878914,0.227557,2.343269,4,2,0.866682,0.228761,3.788850
1424,0.065175,0.000662,0.000172,0.001766,4,2,0.000653,0.000172,0.002856
1425,9.449928,0.072066,0.024868,0.221893,3,2,0.071552,0.025000,0.416908
1426,39906.972656,304.334511,105.018349,939.157612,3,2,302.164845,105.574002,1689.862157
1427,748.598145,5.031535,1.899995,17.617263,3,2,4.609684,1.852966,31.699415
1428,0.020466,0.000138,0.000052,0.000482,3,2,0.000126,0.000051,0.000867
1429,69.401741,0.466468,0.176147,1.639076,3,2,0.427359,0.171786,3.130993
1430,0.007091,0.000048,0.000018,0.000167,3,2,0.000044,0.000018,0.000320
1431,3.437002,0.023101,0.008723,0.081172,3,2,0.021164,0.008507,0.155057
1432,0.001273,0.000012,0.000003,0.000035,4,2,0.000011,0.000003,0.000057
1433,68.932945,0.463317,0.174957,1.628005,3,2,0.424472,0.170626,3.109843
1434,0.004231,0.000028,0.000011,0.000100,3,2,0.000026,0.000010,0.000191
1435,70.320946,0.472647,0.178480,1.660785,3,2,0.433019,0.174062,3.172462
1436,1.227072,0.008247,0.003114,0.028980,3,2,0.007556,0.003037,0.055358
1437,49.880070,0.335258,0.126599,1.178029,3,2,0.307149,0.123466,2.250291
1438,1.993953,0.013402,0.005061,0.047092,3,2,0.012278,0.004936,0.089955
1439,0.003410,0.000023,0.000009,0.000081,3,2,0.000021,0.000008,0.000154
1440,23.924734,0.160805,0.060723,0.561774,3,2,0.147323,0.059220,1.055501
1441,33.936962,0.228100,0.086134,0.801497,3,2,0.208975,0.084002,1.531033
1442,424.758881,2.854922,1.078068,9.996136,3,2,2.615561,1.051383,17.986430
1443,261.430176,1.757145,0.663528,6.122619,3,2,1.609823,0.647104,11.801343
1444,68.948105,0.644862,0.181442,1.889595,4,2,0.606968,0.182402,3.113844
1445,819.380981,5.507286,2.079647,19.283043,3,2,5.045547,2.028171,34.696716
1446,15919.491211,148.892702,41.893398,436.088573,4,2,140.143383,42.115056,673.297121
1447,69.061096,0.477081,0.178915,1.631031,3,2,0.423585,0.169267,3.115625
1448,7351.685059,50.786205,19.045816,173.012146,3,2,45.091471,18.018836,311.307362
1449,1.074088,0.007420,0.002783,0.025277,3,2,0.006588,0.002633,0.045482
1450,0.393894,0.002721,0.001020,0.009270,3,2,0.002416,0.000965,0.016679
1451,0.268889,0.001858,0.000697,0.006328,3,2,0.001649,0.000659,0.011386
1452,69.809814,0.482253,0.180854,1.648714,3,2,0.428178,0.171102,3.149402
1453,69.427444,0.479612,0.179864,1.639683,3,2,0.425832,0.170165,3.132152
1454,168051.578125,1160.917791,435.366783,3954.870747,3,2,1030.742317,411.891123,7116.149972
1455,6.039347,0.078600,0.018413,0.188466,5,2,0.077217,0.017763,0.267164
1456,10924.376953,81.143755,28.748360,257.090706,3,2,80.769135,28.900468,462.593125
1457,10.570506,0.078515,0.027817,0.248205,3,2,0.078153,0.027964,0.466345
1458,1222.015015,9.076846,3.215829,28.758501,3,2,9.034940,3.232844,51.746269
1459,1501.523682,11.371784,3.951378,35.336366,3,2,11.369133,3.972285,63.582073
1460,809.130127,6.010032,2.129290,19.041803,3,2,5.982285,2.140556,34.262644
1461,727811.875000,5883.780828,2218.938643,17128.086065,3,2,5867.565945,2140.623162,30819.219384
1462,3978.710938,48.845198,11.841402,124.346953,5,2,45.147991,11.702091,168.071627
1463,1471.132446,11.631665,4.378370,34.621149,3,2,11.276060,4.326860,62.295155
1464,70.989464,0.561286,0.211278,1.676574,3,2,0.544126,0.208793,3.202621
1465,1.447228,0.014018,0.004307,0.039663,4,2,0.012875,0.004257,0.065360
1466,0.001334,0.000011,0.000004,0.000032,3,2,0.000010,0.000004,0.000060
1467,0.427095,0.004137,0.001271,0.011705,4,2,0.003800,0.001256,0.019289
1468,645.604858,6.253306,1.921443,17.685295,4,2,5.743566,1.898838,27.305137
1469,1.018018,0.008049,0.003030,0.023958,3,2,0.007803,0.002994,0.043108
1470,1464.525757,11.579428,4.358708,34.465669,3,2,11.225420,4.307429,62.015395
1471,1470.683350,18.055049,4.377034,45.963378,5,2,16.688420,4.325539,62.125685
1472,39420.445312,311.681931,117.322754,927.707837,3,2,302.153146,115.942486,1669.260140
1473,67.290024,0.800191,0.305864,1.844154,4,2,0.746110,0.300402,3.038962
1474,0.002951,0.000026,0.000013,0.000070,3,2,0.000024,0.000013,0.000133
1475,0.126346,0.001126,0.000574,0.002984,3,2,0.001029,0.000564,0.005700
1476,10901.507812,129.637221,49.552308,298.629078,4,2,120.875588,48.667446,461.067111
1477,44640.257812,397.989663,202.910263,1050.549193,3,2,363.674949,199.286865,1890.293283
1478,0.022673,0.000179,0.000067,0.000534,3,2,0.000174,0.000067,0.000960
1479,143.958527,1.138223,0.428448,3.338088,3,2,1.103425,0.423407,6.297862
1480,0.000093,0.000001,0.000000,0.000003,4,2,0.000001,0.000000,0.000004
1481,0.241650,0.002341,0.000719,0.006548,4,2,0.002150,0.000711,0.010588
1482,3158.300293,30.591188,9.399703,86.516500,4,2,28.097538,9.289119,133.576788
1483,215.754028,2.089786,0.642125,5.884892,4,2,1.919437,0.634571,9.738464
